tweet_id,sarcasm_label,sarcasm_type
402475808653983744,not_sarcastic,
410161823745191936,sarcastic,
405640489912631296,not_sarcastic,
414417686378979331,not_sarcastic,
405584474710097920,sarcastic,
410734741911240704,not_sarcastic,
404586347576303618,not_sarcastic,
418834524898729984,sarcastic,
413112568375279616,not_sarcastic,
404002762674798592,not_sarcastic,
409544732587474944,sarcastic,
402201032295718912,not_sarcastic,
416985326175793154,sarcastic,
413414423672680448,not_sarcastic,
413531704242888704,sarcastic,
403892028989112320,sarcastic,
417935961755246592,not_sarcastic,
418401329279930368,not_sarcastic,
414324700299280384,not_sarcastic,
417754146867924992,sarcastic,
418841814783643648,sarcastic,
417175811737661440,not_sarcastic,
405331522145632256,not_sarcastic,
400408643365269504,sarcastic,
400357053094699008,not_sarcastic,
419604933256962048,sarcastic,
408359605560172544,sarcastic,
412817462300639232,sarcastic,
419063137174691840,sarcastic,
417094813444358144,not_sarcastic,
410101543879573504,not_sarcastic,
420889582868000768,not_sarcastic,
402460242195546112,not_sarcastic,
419060923492749312,sarcastic,
399605943777763328,sarcastic,
418323923558998016,sarcastic,
404138058305765376,not_sarcastic,
401763897977610240,sarcastic,
411167331675426816,sarcastic,
406100938173059072,not_sarcastic,
411525718762590209,sarcastic,
401123200471674880,not_sarcastic,
401957614184972288,sarcastic,
408944664943656960,sarcastic,
418552399674884096,sarcastic,
407589880337035264,sarcastic,
413394021810069505,not_sarcastic,
420154890061479937,sarcastic,
417189455116521473,sarcastic,
413406913192148992,not_sarcastic,
419018364250357761,not_sarcastic,
412676706424467456,not_sarcastic,
401456337684426752,not_sarcastic,
416865770962841600,not_sarcastic,
418133483622776832,not_sarcastic,
404809071033065472,sarcastic,
407469447809482753,not_sarcastic,
399250294061940738,sarcastic,
411608510787747841,sarcastic,
406930926468227072,sarcastic,
417058584523190272,not_sarcastic,
406691125710553088,sarcastic,
403223100407291904,not_sarcastic,
401930023377989633,not_sarcastic,
410184612908777473,sarcastic,
402072042159083520,sarcastic,
414761203693400064,sarcastic,
419508017055297536,sarcastic,
400812175666593792,sarcastic,
418949790974480384,sarcastic,
400528156391915520,sarcastic,
419234181705891840,not_sarcastic,
415630491346141184,not_sarcastic,
406280140776165377,sarcastic,
416058964548521985,sarcastic,
413817361230475264,sarcastic,
405203102921682944,not_sarcastic,
420379687526072320,not_sarcastic,
413399790756442112,sarcastic,
419002351760842752,not_sarcastic,
412190929206800384,not_sarcastic,
418829125860614144,not_sarcastic,
400369870128177152,sarcastic,
413979624247656448,not_sarcastic,
413489999745536000,sarcastic,
411414518523109377,not_sarcastic,
417445059450388480,not_sarcastic,
415357502553718784,sarcastic,
419118971078840321,not_sarcastic,
410112547053142016,sarcastic,
403049234087165952,not_sarcastic,
420400337636167680,sarcastic,
410630048102641664,sarcastic,
420911407723720704,not_sarcastic,
417296212652720128,sarcastic,
408969681404309504,sarcastic,
407053693171671040,not_sarcastic,
414318324240355328,not_sarcastic,
413321491485573120,not_sarcastic,
413583957322522626,not_sarcastic,
419826507981545472,sarcastic,
410385729194590208,not_sarcastic,
403140819382988800,sarcastic,
403795837933076480,not_sarcastic,
410209218189221888,not_sarcastic,
404687793529430016,sarcastic,
405550708876800000,sarcastic,
417332837214588930,sarcastic,
409298794321149952,not_sarcastic,
414084049347424256,not_sarcastic,
404562384783937536,not_sarcastic,
420740140227493888,sarcastic,
420437779827277824,sarcastic,
406220381356560385,sarcastic,
413316136865124352,sarcastic,
401172124792287232,not_sarcastic,
403935130558795776,sarcastic,
419883936593215488,sarcastic,
411745259752677376,sarcastic,
402935698006622208,not_sarcastic,
418380394736930816,not_sarcastic,
409880435879972866,sarcastic,
402634414150414336,sarcastic,
418061573500841984,not_sarcastic,
409375988058185728,not_sarcastic,
408946462283005953,not_sarcastic,
402924015712358400,not_sarcastic,
402774596731940864,not_sarcastic,
411548204837007360,sarcastic,
407652563514040320,sarcastic,
409466131208876032,sarcastic,
405243536901431296,not_sarcastic,
402508298810691584,sarcastic,
405770669012430848,sarcastic,
407325433688899584,sarcastic,
416627959320281088,not_sarcastic,
411755798550044672,not_sarcastic,
401679098139140096,not_sarcastic,
419952251789012992,sarcastic,
401031248874729472,not_sarcastic,
410386792341200896,sarcastic,
408661345349824512,not_sarcastic,
410832823478931457,sarcastic,
403255424113049600,sarcastic,
402119588760268800,not_sarcastic,
410952193093533696,not_sarcastic,
408349020403560448,not_sarcastic,
407107473279971328,not_sarcastic,
418896984603246592,not_sarcastic,
419032590344286208,not_sarcastic,
400711874641399808,sarcastic,
420905541540806656,not_sarcastic,
407002807502249984,sarcastic,
404155585073250304,not_sarcastic,
413717030412750848,not_sarcastic,
409173201777098753,not_sarcastic,
407202907432706048,sarcastic,
418825411746095104,not_sarcastic,
400142758402215936,sarcastic,
417983934954086400,not_sarcastic,
415310582347100160,sarcastic,
417039606266490880,sarcastic,
406941997753065472,sarcastic,
407866433930940416,sarcastic,
410487910216237056,sarcastic,
408011402171789312,not_sarcastic,
410880225778884608,sarcastic,
414078307403980800,not_sarcastic,
408932919089315840,not_sarcastic,
403186085276446721,not_sarcastic,
401259240016191488,not_sarcastic,
411733254530555906,sarcastic,
410619525575741440,not_sarcastic,
403441210217332736,not_sarcastic,
405428162743386112,sarcastic,
415937044301770752,sarcastic,
401477819630632960,not_sarcastic,
412286027945242624,sarcastic,
414080952025878529,not_sarcastic,
416129309339037696,not_sarcastic,
410956846577762304,sarcastic,
420198064876290048,sarcastic,
406554294922391552,not_sarcastic,
400366560193159168,not_sarcastic,
419786345716776961,not_sarcastic,
417456956597493760,not_sarcastic,
404013295738171392,sarcastic,
404008939236249600,not_sarcastic,
411999415688105984,sarcastic,
407881018486833152,not_sarcastic,
403360607564345344,sarcastic,
410610209426382848,sarcastic,
407926663583125504,sarcastic,
417304483069444096,sarcastic,
417218818893955072,not_sarcastic,
411080340183453696,sarcastic,
420288133557534720,sarcastic,
402204807303139329,sarcastic,
411314076930035712,sarcastic,
401022166801448960,not_sarcastic,
406215805215326208,not_sarcastic,
406142557945470976,not_sarcastic,
417910795305902081,sarcastic,
417114445903855616,not_sarcastic,
417761513214984192,not_sarcastic,
408486108532449280,sarcastic,
420725331398758400,sarcastic,
408963182485454850,sarcastic,
417973277445730304,sarcastic,
419974330399748096,sarcastic,
414067743449968640,not_sarcastic,
413596819344486400,sarcastic,
413944998099685376,not_sarcastic,
407676441287852032,sarcastic,
404957906631524352,sarcastic,
408708962465239040,not_sarcastic,
406028724837294080,not_sarcastic,
415770264128192512,not_sarcastic,
401213631141928960,sarcastic,
419977627340767234,not_sarcastic,
407760252101484544,sarcastic,
407934222356475904,not_sarcastic,
407110817281105921,not_sarcastic,
399913010153521154,sarcastic,
420469393295159297,not_sarcastic,
417673312924213248,sarcastic,
407359070258360320,sarcastic,
420044777598754816,sarcastic,
409153976677203968,not_sarcastic,
402188007077584896,not_sarcastic,
419492037444898816,not_sarcastic,
415137473459544064,sarcastic,
407222489828163584,not_sarcastic,
414915327076466688,not_sarcastic,
420636468713750528,not_sarcastic,
401135892347514881,sarcastic,
406953479622909952,sarcastic,
400302015105880064,not_sarcastic,
414221898679984128,sarcastic,
411671898779418626,sarcastic,
404996859757744128,not_sarcastic,
403126741041827841,not_sarcastic,
412674380230295552,not_sarcastic,
413156782102429696,not_sarcastic,
419024535061405696,not_sarcastic,
420415846238793728,sarcastic,
406218787503874049,sarcastic,
404315225312071680,sarcastic,
401006099416875009,not_sarcastic,
403253605538750464,not_sarcastic,
415325617437941760,sarcastic,
412086419268448256,not_sarcastic,
410457253805031424,not_sarcastic,
400686762089275392,not_sarcastic,
406455421160136704,not_sarcastic,
412755432969486336,sarcastic,
417738205031825408,not_sarcastic,
406506887794798592,sarcastic,
411067049151299584,sarcastic,
409430726405537792,not_sarcastic,
419117165548404736,not_sarcastic,
400823545024241664,not_sarcastic,
399248713631420417,sarcastic,
416040727475662848,not_sarcastic,
413399878249631744,sarcastic,
400278339333914624,sarcastic,
399917441603862528,sarcastic,
419925274814205952,not_sarcastic,
409093655668850688,not_sarcastic,
418643867055841280,sarcastic,
400042546044628993,sarcastic,
414133565282996224,not_sarcastic,
420543032304631808,not_sarcastic,
411160893720776704,sarcastic,
409286814969909248,not_sarcastic,
419190903568216064,not_sarcastic,
416678135632244736,not_sarcastic,
408704690184916992,not_sarcastic,
414867767037136896,not_sarcastic,
413728661074739201,sarcastic,
404658957945298944,not_sarcastic,
415364558375489538,sarcastic,
407349352558903296,not_sarcastic,
403712368439332864,sarcastic,
406711758813167616,sarcastic,
406819853824438272,sarcastic,
415929588959969280,not_sarcastic,
403637704396509184,sarcastic,
419749687768657921,not_sarcastic,
410857620258299904,not_sarcastic,
412356585860898816,sarcastic,
407863086339473409,sarcastic,
405555428383129600,sarcastic,
405503973479571456,not_sarcastic,
403517779854127104,not_sarcastic,
408193098393866240,sarcastic,
417987456563044353,not_sarcastic,
415942762237022209,sarcastic,
416050250252832768,sarcastic,
418971483931967488,sarcastic,
418172970025373697,sarcastic,
409507910612705280,not_sarcastic,
400800336400502784,sarcastic,
410703963634147328,not_sarcastic,
404100337902301184,sarcastic,
404025517126332416,not_sarcastic,
411430744171352065,not_sarcastic,
401841887738621952,not_sarcastic,
400107109850697728,sarcastic,
408278880995516416,not_sarcastic,
407635188987228160,sarcastic,
408177721353576448,not_sarcastic,
407237338021265408,sarcastic,
402173454872375296,sarcastic,
416609491589689345,not_sarcastic,
408910339334750208,not_sarcastic,
